flat_index,message_index,channel,time,freq,embedded_bit,decoded_bit,error,recovered_z,time_sec_start,time_sec_end,embedded_z,abs_z_diff
12346,58,3,3,10,0,0,0,-0.9483627676963806,0.1171875,0.15625,-0.6744897365570068,0.2738730311393738
12347,59,3,3,11,1,1,0,0.6975510716438293,0.1171875,0.15625,0.6744897365570068,0.02306133508682251
12348,60,3,3,12,1,1,0,0.2860430181026459,0.1171875,0.15625,0.6744897365570068,0.38844671845436096
12349,61,3,3,13,0,0,0,-0.8425717353820801,0.1171875,0.15625,-0.6744897365570068,0.16808199882507324
12350,62,3,3,14,1,1,0,0.7916303873062134,0.1171875,0.15625,0.6744897365570068,0.11714065074920654
12351,63,3,3,15,1,1,0,0.4493865370750427,0.1171875,0.15625,0.6744897365570068,0.2251031994819641
12352,64,3,4,0,1,0,1,-0.5475148558616638,0.15625,0.1953125,0.6744897365570068,1.2220045924186707
12353,65,3,4,1,0,0,0,-0.6082108020782471,0.15625,0.1953125,-0.6744897365570068,0.06627893447875977
12354,66,3,4,2,0,0,0,-1.144626498222351,0.15625,0.1953125,-0.6744897365570068,0.47013676166534424
12355,67,3,4,3,0,0,0,-0.5105668306350708,0.15625,0.1953125,-0.6744897365570068,0.16392290592193604
12356,68,3,4,4,1,1,0,0.7018521428108215,0.15625,0.1953125,0.6744897365570068,0.027362406253814697
12357,69,3,4,5,0,0,0,-0.23532532155513763,0.15625,0.1953125,-0.6744897365570068,0.4391644150018692
12358,70,3,4,6,1,1,0,0.506462037563324,0.15625,0.1953125,0.6744897365570068,0.16802769899368286
12359,71,3,4,7,1,1,0,0.7936787009239197,0.15625,0.1953125,0.6744897365570068,0.11918896436691284
12360,72,3,4,8,0,0,0,-0.4005163311958313,0.15625,0.1953125,-0.6744897365570068,0.27397340536117554
12361,73,3,4,9,1,1,0,0.5848141312599182,0.15625,0.1953125,0.6744897365570068,0.08967560529708862
12362,74,3,4,10,0,0,0,-0.5863631367683411,0.15625,0.1953125,-0.6744897365570068,0.08812659978866577
12363,75,3,4,11,1,1,0,0.7057650685310364,0.15625,0.1953125,0.6744897365570068,0.03127533197402954
12364,76,3,4,12,1,1,0,0.3121722936630249,0.15625,0.1953125,0.6744897365570068,0.36231744289398193
12365,77,3,4,13,1,1,0,1.000403642654419,0.15625,0.1953125,0.6744897365570068,0.3259139060974121
12366,78,3,4,14,0,0,0,-0.4791625738143921,0.15625,0.1953125,-0.6744897365570068,0.19532716274261475
12367,79,3,4,15,1,1,0,0.38128069043159485,0.15625,0.1953125,0.6744897365570068,0.293209046125412
12368,80,3,5,0,0,0,0,-1.3325903415679932,0.1953125,0.234375,-0.6744897365570068,0.6581006050109863
12369,81,3,5,1,0,0,0,-0.8075540661811829,0.1953125,0.234375,-0.6744897365570068,0.13306432962417603
12370,82,3,5,2,1,1,0,0.6826007962226868,0.1953125,0.234375,0.6744897365570068,0.008111059665679932
12371,83,3,5,3,0,0,0,-0.6725067496299744,0.1953125,0.234375,-0.6744897365570068,0.0019829869270324707
12372,84,3,5,4,1,1,0,0.6041426658630371,0.1953125,0.234375,0.6744897365570068,0.07034707069396973
12373,85,3,5,5,0,0,0,-0.41689297556877136,0.1953125,0.234375,-0.6744897365570068,0.2575967609882355
12374,86,3,5,6,0,0,0,-0.7803624272346497,0.1953125,0.234375,-0.6744897365570068,0.10587269067764282
12375,87,3,5,7,0,0,0,-0.6630281209945679,0.1953125,0.234375,-0.6744897365570068,0.011461615562438965
12376,88,3,5,8,1,1,0,0.4389640688896179,0.1953125,0.234375,0.6744897365570068,0.23552566766738892
12377,89,3,5,9,1,1,0,0.47962599992752075,0.1953125,0.234375,0.6744897365570068,0.19486373662948608
12378,90,3,5,10,1,1,0,0.6103042364120483,0.1953125,0.234375,0.6744897365570068,0.0641855001449585
12379,91,3,5,11,0,0,0,-0.7360411286354065,0.1953125,0.234375,-0.6744897365570068,0.06155139207839966
12380,92,3,5,12,1,1,0,0.5480033159255981,0.1953125,0.234375,0.6744897365570068,0.1264864206314087
12381,93,3,5,13,0,0,0,-0.5285434722900391,0.1953125,0.234375,-0.6744897365570068,0.14594626426696777
12382,94,3,5,14,1,1,0,0.3264913856983185,0.1953125,0.234375,0.6744897365570068,0.34799835085868835
12383,95,3,5,15,0,0,0,-0.3777725100517273,0.1953125,0.234375,-0.6744897365570068,0.29671722650527954
12384,96,3,6,0,1,1,0,0.1751716583967209,0.234375,0.2734375,0.6744897365570068,0.49931807816028595
12385,97,3,6,1,0,0,0,-1.2176662683486938,0.234375,0.2734375,-0.6744897365570068,0.543176531791687
12386,98,3,6,2,1,1,0,0.3906976580619812,0.234375,0.2734375,0.6744897365570068,0.28379207849502563
12387,99,3,6,3,1,1,0,0.45377710461616516,0.234375,0.2734375,0.6744897365570068,0.22071263194084167
