freq,total,errors,ber
0,2048,574,0.2802734375
1,2048,533,0.26025390625
2,2048,503,0.24560546875
3,2048,498,0.2431640625
4,2048,502,0.2451171875
5,2048,508,0.248046875
6,2048,519,0.25341796875
7,2048,504,0.24609375
8,2048,531,0.25927734375
9,2048,503,0.24560546875
10,2048,471,0.22998046875
11,2048,480,0.234375
12,2048,485,0.23681640625
13,2048,488,0.23828125
14,2048,522,0.2548828125
15,2048,536,0.26171875
