flat_index,channel,time,freq,embedded_bit,decoded_bit,error,recovered_z,embedded_z,abs_z_diff
0,0,0,0,0,0,0,-0.13824371993541718,-0.6744897365570068,0.5362460166215897
1,0,0,1,0,0,0,-0.8771542906761169,-0.6744897365570068,0.2026645541191101
2,0,0,2,1,1,0,2.02327036857605,0.6744897365570068,1.348780632019043
3,0,0,3,0,0,0,-1.1205801963806152,-0.6744897365570068,0.4460904598236084
4,0,0,4,0,0,0,-0.9342186450958252,-0.6744897365570068,0.25972890853881836
5,0,0,5,0,1,1,0.1320984810590744,-0.6744897365570068,0.8065882176160812
6,0,0,6,1,1,0,2.0908024311065674,0.6744897365570068,1.4163126945495605
7,0,0,7,0,1,1,0.25044745206832886,-0.6744897365570068,0.9249371886253357
8,0,0,8,1,1,0,1.0900285243988037,0.6744897365570068,0.4155387878417969
9,0,0,9,1,0,1,-0.1304597705602646,0.6744897365570068,0.8049495071172714
10,0,0,10,0,0,0,-0.5286168456077576,-0.6744897365570068,0.14587289094924927
11,0,0,11,0,1,1,0.24888621270656586,-0.6744897365570068,0.9233759492635727
12,0,0,12,1,1,0,1.3959741592407227,0.6744897365570068,0.7214844226837158
13,0,0,13,1,1,0,1.0898501873016357,0.6744897365570068,0.4153604507446289
14,0,0,14,0,1,1,0.428179532289505,-0.6744897365570068,1.1026692688465118
15,0,0,15,1,0,1,-0.1738767921924591,0.6744897365570068,0.8483665287494659
16,0,1,0,0,0,0,-0.6818386316299438,-0.6744897365570068,0.007348895072937012
17,0,1,1,1,1,0,1.3805299997329712,0.6744897365570068,0.7060402631759644
18,0,1,2,0,0,0,-2.2564799785614014,-0.6744897365570068,1.5819902420043945
19,0,1,3,0,0,0,-1.9901021718978882,-0.6744897365570068,1.3156124353408813
20,0,1,4,0,0,0,-0.9158831834793091,-0.6744897365570068,0.24139344692230225
21,0,1,5,0,0,0,-0.020931687206029892,-0.6744897365570068,0.6535580493509769
22,0,1,6,1,1,0,0.40311503410339355,0.6744897365570068,0.2713747024536133
23,0,1,7,1,1,0,0.018773013725876808,0.6744897365570068,0.65571672283113
24,0,1,8,0,0,0,-0.8015849590301514,-0.6744897365570068,0.12709522247314453
25,0,1,9,0,0,0,-1.4367971420288086,-0.6744897365570068,0.7623074054718018
26,0,1,10,1,1,0,0.06108228489756584,0.6744897365570068,0.613407451659441
27,0,1,11,0,1,1,0.18786059319972992,-0.6744897365570068,0.8623503297567368
28,0,1,12,1,1,0,0.6891915202140808,0.6744897365570068,0.014701783657073975
29,0,1,13,1,1,0,1.1490058898925781,0.6744897365570068,0.4745161533355713
30,0,1,14,1,1,0,1.4021952152252197,0.6744897365570068,0.7277054786682129
31,0,1,15,0,1,1,0.8721596002578735,-0.6744897365570068,1.5466493368148804
32,0,2,0,0,0,0,-0.7158821821212769,-0.6744897365570068,0.04139244556427002
33,0,2,1,1,1,0,1.4714101552963257,0.6744897365570068,0.7969204187393188
34,0,2,2,1,1,0,0.4187993109226227,0.6744897365570068,0.25569042563438416
35,0,2,3,0,0,0,-0.1800028532743454,-0.6744897365570068,0.49448688328266144
36,0,2,4,0,0,0,-0.4985462427139282,-0.6744897365570068,0.1759434938430786
37,0,2,5,1,1,0,0.9209322333335876,0.6744897365570068,0.2464424967765808
38,0,2,6,1,1,0,0.5261966586112976,0.6744897365570068,0.14829307794570923
39,0,2,7,0,0,0,-1.1504517793655396,-0.6744897365570068,0.4759620428085327
40,0,2,8,0,0,0,-0.5615274906158447,-0.6744897365570068,0.11296224594116211
41,0,2,9,1,1,0,0.731853723526001,0.6744897365570068,0.05736398696899414
42,0,2,10,1,1,0,0.9459018707275391,0.6744897365570068,0.2714121341705322
43,0,2,11,0,0,0,-0.07907073199748993,-0.6744897365570068,0.5954190045595169
44,0,2,12,0,0,0,-0.7414138913154602,-0.6744897365570068,0.06692415475845337
45,0,2,13,0,0,0,-0.35620343685150146,-0.6744897365570068,0.31828629970550537
46,0,2,14,1,1,0,1.6370058059692383,0.6744897365570068,0.9625160694122314
47,0,2,15,1,1,0,0.7170009016990662,0.6744897365570068,0.042511165142059326
48,0,3,0,0,0,0,-0.013451075181365013,-0.6744897365570068,0.6610386613756418
49,0,3,1,0,0,0,-0.9055687785148621,-0.6744897365570068,0.23107904195785522
50,0,3,2,1,1,0,0.16371238231658936,0.6744897365570068,0.5107773542404175
51,0,3,3,0,0,0,-1.2003812789916992,-0.6744897365570068,0.5258915424346924
52,0,3,4,1,1,0,0.7779857516288757,0.6744897365570068,0.1034960150718689
53,0,3,5,1,1,0,0.8242882490158081,0.6744897365570068,0.14979851245880127
54,0,3,6,1,1,0,0.3520350456237793,0.6744897365570068,0.32245469093322754
55,0,3,7,0,0,0,-0.6787791848182678,-0.6744897365570068,0.004289448261260986
56,0,3,8,1,1,0,0.6393675208091736,0.6744897365570068,0.03512221574783325
57,0,3,9,0,0,0,-0.7872388362884521,-0.6744897365570068,0.11274909973144531
58,0,3,10,0,0,0,-0.7277247309684753,-0.6744897365570068,0.053234994411468506
59,0,3,11,1,1,0,1.129494071006775,0.6744897365570068,0.45500433444976807
60,0,3,12,1,1,0,0.3066278100013733,0.6744897365570068,0.36786192655563354
61,0,3,13,0,0,0,-0.5243312120437622,-0.6744897365570068,0.15015852451324463
62,0,3,14,1,1,0,1.7337298393249512,0.6744897365570068,1.0592401027679443
63,0,3,15,1,1,0,0.8243663311004639,0.6744897365570068,0.14987659454345703
64,0,4,0,1,1,0,1.0293856859207153,0.6744897365570068,0.3548959493637085
65,0,4,1,0,0,0,-0.28552114963531494,-0.6744897365570068,0.3889685869216919
66,0,4,2,0,0,0,-0.8775880932807922,-0.6744897365570068,0.2030983567237854
67,0,4,3,0,0,0,-0.2589679956436157,-0.6744897365570068,0.4155217409133911
68,0,4,4,1,1,0,1.1494255065917969,0.6744897365570068,0.47493577003479004
69,0,4,5,0,0,0,-0.3777238428592682,-0.6744897365570068,0.29676589369773865
70,0,4,6,1,1,0,0.7287086248397827,0.6744897365570068,0.05421888828277588
71,0,4,7,1,1,0,1.3732643127441406,0.6744897365570068,0.6987745761871338
72,0,4,8,0,0,0,-0.5989435911178589,-0.6744897365570068,0.07554614543914795
73,0,4,9,1,1,0,1.2529733180999756,0.6744897365570068,0.5784835815429688
74,0,4,10,0,0,0,-0.7664240002632141,-0.6744897365570068,0.09193426370620728
75,0,4,11,1,1,0,1.0899739265441895,0.6744897365570068,0.4154841899871826
76,0,4,12,1,1,0,0.14671805500984192,0.6744897365570068,0.5277716815471649
77,0,4,13,1,1,0,0.7922212481498718,0.6744897365570068,0.11773151159286499
