freq,total,errors,ber
0,2048,881,0.43017578125
1,2048,848,0.4140625
2,2048,799,0.39013671875
3,2048,836,0.408203125
4,2048,811,0.39599609375
5,2048,782,0.3818359375
6,2048,796,0.388671875
7,2048,804,0.392578125
8,2048,775,0.37841796875
9,2048,846,0.4130859375
10,2048,792,0.38671875
11,2048,792,0.38671875
12,2048,826,0.4033203125
13,2048,814,0.3974609375
14,2048,784,0.3828125
15,2048,796,0.388671875
