flat_index,channel,time,freq,embedded_bit,decoded_bit,error,recovered_z,embedded_z,abs_z_diff
75,0,4,11,0,0,0,-0.8509107232093811,-0.6744897365570068,0.17642098665237427
76,0,4,12,1,1,0,0.18375906348228455,0.6744897365570068,0.4907306730747223
77,0,4,13,0,0,0,-0.886182963848114,-0.6744897365570068,0.21169322729110718
78,0,4,14,1,1,0,0.262462854385376,0.6744897365570068,0.41202688217163086
79,0,4,15,0,0,0,-1.245543122291565,-0.6744897365570068,0.5710533857345581
80,0,5,0,0,0,0,-1.4516006708145142,-0.6744897365570068,0.7771109342575073
81,0,5,1,1,1,0,1.5359188318252563,0.6744897365570068,0.8614290952682495
82,0,5,2,1,1,0,0.7969887256622314,0.6744897365570068,0.12249898910522461
83,0,5,3,1,1,0,0.094218410551548,0.6744897365570068,0.5802713260054588
84,0,5,4,1,1,0,0.5582859516143799,0.6744897365570068,0.11620378494262695
85,0,5,5,1,1,0,0.12723290920257568,0.6744897365570068,0.5472568273544312
86,0,5,6,1,1,0,0.13269509375095367,0.6744897365570068,0.5417946428060532
87,0,5,7,1,1,0,0.011911572888493538,0.6744897365570068,0.6625781636685133
88,0,5,8,0,0,0,-0.12066610902547836,-0.6744897365570068,0.5538236275315285
89,0,5,9,0,0,0,-1.0726540088653564,-0.6744897365570068,0.3981642723083496
90,0,5,10,0,0,0,-0.09469243884086609,-0.6744897365570068,0.5797972977161407
91,0,5,11,1,1,0,0.5394270420074463,0.6744897365570068,0.13506269454956055
92,0,5,12,1,1,0,0.12381007522344589,0.6744897365570068,0.5506796613335609
93,0,5,13,1,1,0,0.5737690329551697,0.6744897365570068,0.10072070360183716
94,0,5,14,0,0,0,-0.9420286417007446,-0.6744897365570068,0.2675389051437378
95,0,5,15,0,0,0,-0.5722224712371826,-0.6744897365570068,0.10226726531982422
96,0,6,0,0,0,0,-1.2751580476760864,-0.6744897365570068,0.6006683111190796
97,0,6,1,0,1,1,0.18616290390491486,-0.6744897365570068,0.8606526404619217
98,0,6,2,1,0,1,-0.35568591952323914,0.6744897365570068,1.030175656080246
99,0,6,3,0,0,0,-0.8205541968345642,-0.6744897365570068,0.14606446027755737
100,0,6,4,0,0,0,-0.602237343788147,-0.6744897365570068,0.07225239276885986
101,0,6,5,1,1,0,0.17090432345867157,0.6744897365570068,0.5035854130983353
102,0,6,6,0,0,0,-1.5751131772994995,-0.6744897365570068,0.9006234407424927
103,0,6,7,0,0,0,-0.713202714920044,-0.6744897365570068,0.03871297836303711
104,0,6,8,1,1,0,0.07425054907798767,0.6744897365570068,0.6002391874790192
105,0,6,9,0,1,1,0.2638702690601349,-0.6744897365570068,0.9383600056171417
106,0,6,10,1,1,0,0.024158010259270668,0.6744897365570068,0.6503317262977362
107,0,6,11,1,0,1,-0.07620101422071457,0.6744897365570068,0.7506907507777214
108,0,6,12,1,1,0,0.3380795121192932,0.6744897365570068,0.3364102244377136
109,0,6,13,0,0,0,-0.8016991019248962,-0.6744897365570068,0.1272093653678894
110,0,6,14,1,1,0,0.02039840631186962,0.6744897365570068,0.6540913302451372
111,0,6,15,0,0,0,-0.9291187524795532,-0.6744897365570068,0.2546290159225464
112,0,7,0,1,1,0,0.10938729345798492,0.6744897365570068,0.5651024430990219
113,0,7,1,1,1,0,0.9535683989524841,0.6744897365570068,0.2790786623954773
114,0,7,2,0,0,0,-0.9063010215759277,-0.6744897365570068,0.2318112850189209
115,0,7,3,0,0,0,-0.750518262386322,-0.6744897365570068,0.07602852582931519
116,0,7,4,0,0,0,-0.5662859678268433,-0.6744897365570068,0.10820376873016357
117,0,7,5,0,0,0,-0.8575946688652039,-0.6744897365570068,0.18310493230819702
118,0,7,6,0,0,0,-1.3045282363891602,-0.6744897365570068,0.6300384998321533
119,0,7,7,0,0,0,-0.7283172607421875,-0.6744897365570068,0.053827524185180664
120,0,7,8,0,0,0,-0.767007052898407,-0.6744897365570068,0.09251731634140015
121,0,7,9,0,0,0,-0.5173956155776978,-0.6744897365570068,0.15709412097930908
122,0,7,10,0,0,0,-0.6400801539421082,-0.6744897365570068,0.03440958261489868
123,0,7,11,1,1,0,0.4940100908279419,0.6744897365570068,0.18047964572906494
124,0,7,12,1,1,0,0.24075381457805634,0.6744897365570068,0.4337359219789505
125,0,7,13,1,1,0,0.0583488792181015,0.6744897365570068,0.6161408573389053
126,0,7,14,1,0,1,-0.38532352447509766,0.6744897365570068,1.0598132610321045
127,0,7,15,1,1,0,0.08816586434841156,0.6744897365570068,0.5863238722085953
128,0,8,0,0,0,0,-1.5378106832504272,-0.6744897365570068,0.8633209466934204
129,0,8,1,0,0,0,-0.26486364006996155,-0.6744897365570068,0.4096260964870453
130,0,8,2,1,1,0,0.7358745336532593,0.6744897365570068,0.06138479709625244
131,0,8,3,0,0,0,-0.7534841895103455,-0.6744897365570068,0.07899445295333862
132,0,8,4,1,1,0,0.6392370462417603,0.6744897365570068,0.03525269031524658
133,0,8,5,1,1,0,0.23530031740665436,0.6744897365570068,0.4391894191503525
134,0,8,6,1,0,1,-0.11267287284135818,0.6744897365570068,0.787162609398365
135,0,8,7,1,1,0,0.259704053401947,0.6744897365570068,0.4147856831550598
136,0,8,8,1,1,0,0.29940930008888245,0.6744897365570068,0.3750804364681244
137,0,8,9,1,1,0,0.29920923709869385,0.6744897365570068,0.375280499458313
138,0,8,10,0,0,0,-1.5174459218978882,-0.6744897365570068,0.8429561853408813
139,0,8,11,1,1,0,0.4063612222671509,0.6744897365570068,0.26812851428985596
140,0,8,12,1,1,0,0.021441049873828888,0.6744897365570068,0.653048686683178
141,0,8,13,0,0,0,-0.9497033357620239,-0.6744897365570068,0.2752135992050171
142,0,8,14,1,1,0,0.2937013804912567,0.6744897365570068,0.3807883560657501
143,0,8,15,1,1,0,0.15916888415813446,0.6744897365570068,0.5153208523988724
144,0,9,0,0,0,0,-1.7135683298110962,-0.6744897365570068,1.0390785932540894
145,0,9,1,1,1,0,0.3277715742588043,0.6744897365570068,0.3467181622982025
146,0,9,2,0,0,0,-1.2083451747894287,-0.6744897365570068,0.5338554382324219
147,0,9,3,1,0,1,-0.1982152760028839,0.6744897365570068,0.8727050125598907
148,0,9,4,1,1,0,0.38725006580352783,0.6744897365570068,0.287239670753479
149,0,9,5,1,0,1,-0.28463831543922424,0.6744897365570068,0.9591280519962311
150,0,9,6,1,0,1,-0.08797559887170792,0.6744897365570068,0.7624653354287148
151,0,9,7,1,1,0,0.13953371345996857,0.6744897365570068,0.5349560230970383
152,0,9,8,1,1,0,0.41746607422828674,0.6744897365570068,0.2570236623287201
153,0,9,9,0,0,0,-0.9760874509811401,-0.6744897365570068,0.3015977144241333
154,0,9,10,1,1,0,0.20058487355709076,0.6744897365570068,0.4739048629999161
155,0,9,11,1,1,0,0.6035963296890259,0.6744897365570068,0.07089340686798096
156,0,9,12,1,1,0,0.26560091972351074,0.6744897365570068,0.4088888168334961
157,0,9,13,1,1,0,0.7084983587265015,0.6744897365570068,0.03400862216949463
158,0,9,14,1,1,0,0.8568113446235657,0.6744897365570068,0.18232160806655884
159,0,9,15,1,1,0,0.6216379404067993,0.6744897365570068,0.05285179615020752
160,0,10,0,1,1,0,0.32716816663742065,0.6744897365570068,0.3473215699195862
161,0,10,1,1,1,0,0.8762333989143372,0.6744897365570068,0.20174366235733032
162,0,10,2,0,0,0,-0.21975091099739075,-0.6744897365570068,0.4547388255596161
163,0,10,3,1,1,0,1.069699764251709,0.6744897365570068,0.39521002769470215
164,0,10,4,1,1,0,0.21929536759853363,0.6744897365570068,0.4551943689584732
165,0,10,5,0,0,0,-0.7923066020011902,-0.6744897365570068,0.11781686544418335
166,0,10,6,1,0,1,-0.24683354794979095,0.6744897365570068,0.9213232845067978
167,0,10,7,1,0,1,-0.04811597242951393,0.6744897365570068,0.7226057089865208
168,0,10,8,1,1,0,0.3620184361934662,0.6744897365570068,0.31247130036354065
169,0,10,9,1,1,0,0.9599496126174927,0.6744897365570068,0.28545987606048584
170,0,10,10,0,0,0,-1.0304380655288696,-0.6744897365570068,0.3559483289718628
171,0,10,11,0,0,0,-0.648108184337616,-0.6744897365570068,0.02638155221939087
172,0,10,12,0,0,0,-0.953833281993866,-0.6744897365570068,0.27934354543685913
173,0,10,13,0,0,0,-0.561501681804657,-0.6744897365570068,0.11298805475234985
174,0,10,14,1,1,0,0.3322020173072815,0.6744897365570068,0.34228771924972534
175,0,10,15,0,0,0,-0.5518501400947571,-0.6744897365570068,0.12263959646224976
176,0,11,0,1,0,1,-0.7593138813972473,0.6744897365570068,1.4338036179542542
177,0,11,1,1,1,0,0.900658905506134,0.6744897365570068,0.2261691689491272
178,0,11,2,1,1,0,0.4152815639972687,0.6744897365570068,0.25920817255973816
179,0,11,3,1,1,0,1.3956447839736938,0.6744897365570068,0.721155047416687
180,0,11,4,0,0,0,-0.8787958025932312,-0.6744897365570068,0.20430606603622437
181,0,11,5,1,1,0,0.9810435175895691,0.6744897365570068,0.30655378103256226
182,0,11,6,1,1,0,0.7913835644721985,0.6744897365570068,0.11689382791519165
183,0,11,7,0,0,0,-0.764521598815918,-0.6744897365570068,0.09003186225891113
184,0,11,8,0,0,0,-0.6391007304191589,-0.6744897365570068,0.0353890061378479
185,0,11,9,0,0,0,-0.022588064894080162,-0.6744897365570068,0.6519016716629267
186,0,11,10,1,0,1,-0.5840867757797241,0.6744897365570068,1.258576512336731
187,0,11,11,0,0,0,-1.0674012899398804,-0.6744897365570068,0.39291155338287354
188,0,11,12,0,0,0,-1.244168996810913,-0.6744897365570068,0.5696792602539062
189,0,11,13,1,1,0,0.533287525177002,0.6744897365570068,0.14120221138000488
190,0,11,14,1,1,0,0.21865281462669373,0.6744897365570068,0.4558369219303131
191,0,11,15,1,1,0,0.1330190896987915,0.6744897365570068,0.5414706468582153
192,0,12,0,0,0,0,-0.5540621280670166,-0.6744897365570068,0.12042760848999023
193,0,12,1,0,0,0,-0.9295762181282043,-0.6744897365570068,0.2550864815711975
194,0,12,2,0,0,0,-0.47490713000297546,-0.6744897365570068,0.19958260655403137
195,0,12,3,0,0,0,-0.5088587999343872,-0.6744897365570068,0.16563093662261963
196,0,12,4,0,0,0,-1.455750823020935,-0.6744897365570068,0.7812610864639282
197,0,12,5,1,1,0,0.7024041414260864,0.6744897365570068,0.02791440486907959
198,0,12,6,0,0,0,-0.9930927753448486,-0.6744897365570068,0.3186030387878418
199,0,12,7,1,0,1,-0.10192951560020447,0.6744897365570068,0.7764192521572113
200,0,12,8,1,1,0,0.37769776582717896,0.6744897365570068,0.2967919707298279
201,0,12,9,0,0,0,-0.4377894699573517,-0.6744897365570068,0.23670026659965515
202,0,12,10,0,0,0,-0.9417927265167236,-0.6744897365570068,0.2673029899597168
203,0,12,11,1,1,0,0.3552488684654236,0.6744897365570068,0.31924086809158325
204,0,12,12,1,1,0,0.007118023931980133,0.6744897365570068,0.6673717126250267
205,0,12,13,0,0,0,-0.5648277401924133,-0.6744897365570068,0.1096619963645935
206,0,12,14,1,0,1,-0.07311766594648361,0.6744897365570068,0.7476074025034904
207,0,12,15,1,0,1,-0.06340444833040237,0.6744897365570068,0.7378941848874092
208,0,13,0,0,0,0,-1.6606206893920898,-0.6744897365570068,0.986130952835083
209,0,13,1,1,1,0,0.626337468624115,0.6744897365570068,0.048152267932891846
210,0,13,2,0,0,0,-1.1710288524627686,-0.6744897365570068,0.4965391159057617
211,0,13,3,0,0,0,-0.4032145142555237,-0.6744897365570068,0.27127522230148315
212,0,13,4,1,1,0,0.5865849256515503,0.6744897365570068,0.08790481090545654
213,0,13,5,0,0,0,-1.042542576789856,-0.6744897365570068,0.3680528402328491
214,0,13,6,0,0,0,-0.5141127705574036,-0.6744897365570068,0.16037696599960327
215,0,13,7,0,0,0,-0.7561728954315186,-0.6744897365570068,0.08168315887451172
216,0,13,8,1,1,0,0.4571745693683624,0.6744897365570068,0.2173151671886444
217,0,13,9,1,1,0,0.20546050369739532,0.6744897365570068,0.4690292328596115
218,0,13,10,1,1,0,0.06520052999258041,0.6744897365570068,0.6092892065644264
219,0,13,11,1,0,1,-0.34701210260391235,0.6744897365570068,1.0215018391609192
220,0,13,12,1,0,1,-0.2307405173778534,0.6744897365570068,0.9052302539348602
221,0,13,13,1,1,0,0.029287509620189667,0.6744897365570068,0.6452022269368172
222,0,13,14,0,0,0,-1.3869024515151978,-0.6744897365570068,0.7124127149581909
223,0,13,15,1,1,0,0.43839502334594727,0.6744897365570068,0.23609471321105957
224,0,14,0,1,0,1,-0.24302610754966736,0.6744897365570068,0.9175158441066742
225,0,14,1,1,1,0,0.26876330375671387,0.6744897365570068,0.40572643280029297
226,0,14,2,0,0,0,-0.34626340866088867,-0.6744897365570068,0.32822632789611816
227,0,14,3,0,0,0,-0.7929953932762146,-0.6744897365570068,0.11850565671920776
228,0,14,4,1,1,0,0.3039049506187439,0.6744897365570068,0.37058478593826294
229,0,14,5,1,1,0,1.0690712928771973,0.6744897365570068,0.39458155632019043
230,0,14,6,0,0,0,-0.861167848110199,-0.6744897365570068,0.18667811155319214
231,0,14,7,0,0,0,-0.9374987483024597,-0.6744897365570068,0.2630090117454529
232,0,14,8,1,1,0,0.37799131870269775,0.6744897365570068,0.2964984178543091
233,0,14,9,1,1,0,0.23041653633117676,0.6744897365570068,0.4440732002258301
234,0,14,10,1,1,0,0.17540541291236877,0.6744897365570068,0.49908432364463806
235,0,14,11,0,0,0,-1.3145414590835571,-0.6744897365570068,0.6400517225265503
236,0,14,12,0,0,0,-1.0956624746322632,-0.6744897365570068,0.42117273807525635
237,0,14,13,1,0,1,-0.06974075734615326,0.6744897365570068,0.7442304939031601
238,0,14,14,0,0,0,-0.9995480179786682,-0.6744897365570068,0.3250582814216614
239,0,14,15,0,0,0,-0.957951009273529,-0.6744897365570068,0.2834612727165222
240,0,15,0,0,0,0,-0.4452619254589081,-0.6744897365570068,0.22922781109809875
241,0,15,1,0,0,0,-0.5912846922874451,-0.6744897365570068,0.08320504426956177
242,0,15,2,1,1,0,1.0376462936401367,0.6744897365570068,0.3631565570831299
243,0,15,3,1,1,0,0.557007372379303,0.6744897365570068,0.11748236417770386
244,0,15,4,0,0,0,-0.8199508190155029,-0.6744897365570068,0.1454610824584961
245,0,15,5,1,1,0,1.4170680046081543,0.6744897365570068,0.7425782680511475
246,0,15,6,0,0,0,-1.1572316884994507,-0.6744897365570068,0.48274195194244385
247,0,15,7,1,1,0,0.24436120688915253,0.6744897365570068,0.4301285296678543
248,0,15,8,1,1,0,0.485601007938385,0.6744897365570068,0.18888872861862183
249,0,15,9,0,0,0,-1.5931652784347534,-0.6744897365570068,0.9186755418777466
250,0,15,10,0,0,0,-1.163950800895691,-0.6744897365570068,0.4894610643386841
251,0,15,11,0,0,0,-1.02646803855896,-0.6744897365570068,0.3519783020019531
252,0,15,12,1,1,0,0.3566646873950958,0.6744897365570068,0.317825049161911
253,0,15,13,1,1,0,0.36223316192626953,0.6744897365570068,0.3122565746307373
254,0,15,14,0,0,0,-1.2693088054656982,-0.6744897365570068,0.5948190689086914
255,0,15,15,1,1,0,0.5467625260353088,0.6744897365570068,0.127727210521698
256,0,16,0,0,0,0,-0.9750486016273499,-0.6744897365570068,0.300558865070343
257,0,16,1,1,1,0,0.9469347596168518,0.6744897365570068,0.27244502305984497
258,0,16,2,0,0,0,-0.824660062789917,-0.6744897365570068,0.15017032623291016
259,0,16,3,1,1,0,0.12267039716243744,0.6744897365570068,0.5518193393945694
260,0,16,4,1,1,0,0.508569598197937,0.6744897365570068,0.16592013835906982
261,0,16,5,0,0,0,-0.5977867841720581,-0.6744897365570068,0.07670295238494873
262,0,16,6,1,0,1,-0.005553515627980232,0.6744897365570068,0.6800432521849871
263,0,16,7,0,0,0,-1.355244755744934,-0.6744897365570068,0.6807550191879272
264,0,16,8,0,0,0,-1.072267770767212,-0.6744897365570068,0.3977780342102051
265,0,16,9,0,0,0,-1.6005562543869019,-0.6744897365570068,0.926066517829895
266,0,16,10,0,0,0,-1.2767431735992432,-0.6744897365570068,0.6022534370422363
267,0,16,11,0,0,0,-1.1494722366333008,-0.6744897365570068,0.47498250007629395
268,0,16,12,1,1,0,0.22910480201244354,0.6744897365570068,0.4453849345445633
269,0,16,13,0,0,0,-1.26639723777771,-0.6744897365570068,0.5919075012207031
270,0,16,14,0,0,0,-1.765470027923584,-0.6744897365570068,1.0909802913665771
271,0,16,15,0,0,0,-1.0038511753082275,-0.6744897365570068,0.3293614387512207
272,0,17,0,0,0,0,-0.7214916944503784,-0.6744897365570068,0.04700195789337158
273,0,17,1,1,1,0,0.24981726706027985,0.6744897365570068,0.424672469496727
274,0,17,2,0,0,0,-0.8951113224029541,-0.6744897365570068,0.22062158584594727
275,0,17,3,0,0,0,-0.7525839805603027,-0.6744897365570068,0.0780942440032959
276,0,17,4,0,0,0,-0.6882120966911316,-0.6744897365570068,0.013722360134124756
277,0,17,5,1,1,0,0.10415396839380264,0.6744897365570068,0.5703357681632042
278,0,17,6,1,1,0,0.017360715195536613,0.6744897365570068,0.6571290213614702
279,0,17,7,0,0,0,-0.8674312829971313,-0.6744897365570068,0.1929415464401245
280,0,17,8,1,0,1,-0.2990461587905884,0.6744897365570068,0.9735358953475952
281,0,17,9,0,0,0,-1.1759406328201294,-0.6744897365570068,0.5014508962631226
282,0,17,10,0,0,0,-1.4839714765548706,-0.6744897365570068,0.8094817399978638
283,0,17,11,0,0,0,-1.0639331340789795,-0.6744897365570068,0.38944339752197266
284,0,17,12,1,1,0,0.30899420380592346,0.6744897365570068,0.3654955327510834
285,0,17,13,1,0,1,-0.18664944171905518,0.6744897365570068,0.861139178276062
286,0,17,14,0,0,0,-1.8362740278244019,-0.6744897365570068,1.161784291267395
287,0,17,15,1,0,1,-0.35962599515914917,0.6744897365570068,1.034115731716156
288,0,18,0,1,1,0,1.1174265146255493,0.6744897365570068,0.4429367780685425
289,0,18,1,1,1,0,0.7337958216667175,0.6744897365570068,0.05930608510971069
290,0,18,2,1,1,0,0.6857808828353882,0.6744897365570068,0.011291146278381348
291,0,18,3,0,0,0,-0.6510355472564697,-0.6744897365570068,0.02345418930053711
292,0,18,4,0,0,0,-0.3904038369655609,-0.6744897365570068,0.2840858995914459
293,0,18,5,0,1,1,0.11785618960857391,-0.6744897365570068,0.7923459261655807
294,0,18,6,0,0,0,-0.3209307789802551,-0.6744897365570068,0.3535589575767517
295,0,18,7,0,0,0,-1.1758688688278198,-0.6744897365570068,0.501379132270813
296,0,18,8,1,1,0,0.3842580318450928,0.6744897365570068,0.29023170471191406
297,0,18,9,1,0,1,-0.11646291613578796,0.6744897365570068,0.7909526526927948
298,0,18,10,0,0,0,-1.1847513914108276,-0.6744897365570068,0.5102616548538208
299,0,18,11,1,1,0,0.2957855761051178,0.6744897365570068,0.37870416045188904
300,0,18,12,0,0,0,-0.8637309670448303,-0.6744897365570068,0.1892412304878235
301,0,18,13,0,0,0,-1.2718594074249268,-0.6744897365570068,0.5973696708679199
302,0,18,14,1,0,1,-0.15301087498664856,0.6744897365570068,0.8275006115436554
303,0,18,15,1,0,1,-0.6935218572616577,0.6744897365570068,1.3680115938186646
304,0,19,0,1,1,0,1.0199562311172485,0.6744897365570068,0.3454664945602417
305,0,19,1,1,1,0,0.7223103642463684,0.6744897365570068,0.04782062768936157
306,0,19,2,1,1,0,0.39801135659217834,0.6744897365570068,0.2764783799648285
307,0,19,3,1,1,0,0.8371685147285461,0.6744897365570068,0.1626787781715393
308,0,19,4,0,0,0,-0.5824437141418457,-0.6744897365570068,0.09204602241516113
309,0,19,5,1,1,0,0.7340599298477173,0.6744897365570068,0.05957019329071045
310,0,19,6,1,1,0,0.605678915977478,0.6744897365570068,0.06881082057952881
311,0,19,7,0,0,0,-1.1216926574707031,-0.6744897365570068,0.4472029209136963
312,0,19,8,0,0,0,-0.5882431864738464,-0.6744897365570068,0.0862465500831604
313,0,19,9,1,1,0,0.710936963558197,0.6744897365570068,0.036447227001190186
314,0,19,10,0,0,0,-0.8863075971603394,-0.6744897365570068,0.21181786060333252
315,0,19,11,0,0,0,-0.9518527984619141,-0.6744897365570068,0.2773630619049072
316,0,19,12,0,0,0,-0.9490727782249451,-0.6744897365570068,0.27458304166793823
317,0,19,13,0,0,0,-1.0957940816879272,-0.6744897365570068,0.4213043451309204
318,0,19,14,1,1,0,0.1635003685951233,0.6744897365570068,0.5109893679618835
319,0,19,15,1,1,0,0.444618284702301,0.6744897365570068,0.2298714518547058
320,0,20,0,1,1,0,1.673776626586914,0.6744897365570068,0.9992868900299072
321,0,20,1,0,0,0,-0.6814431548118591,-0.6744897365570068,0.006953418254852295
322,0,20,2,1,1,0,0.41718557476997375,0.6744897365570068,0.2573041617870331
323,0,20,3,0,0,0,-1.5638837814331055,-0.6744897365570068,0.8893940448760986
324,0,20,4,1,1,0,0.3856518566608429,0.6744897365570068,0.28883787989616394
325,0,20,5,0,0,0,-0.506462812423706,-0.6744897365570068,0.16802692413330078
326,0,20,6,1,1,0,0.7074877619743347,0.6744897365570068,0.03299802541732788
327,0,20,7,1,0,1,-0.02035709097981453,0.6744897365570068,0.6948468275368214
328,0,20,8,0,0,0,-0.8062763214111328,-0.6744897365570068,0.13178658485412598
329,0,20,9,0,0,0,-1.1156988143920898,-0.6744897365570068,0.441209077835083
330,0,20,10,1,1,0,0.15684223175048828,0.6744897365570068,0.5176475048065186
