freq,total,errors,ber
0,2048,541,0.26416015625
1,2048,531,0.25927734375
2,2048,525,0.25634765625
3,2048,516,0.251953125
4,2048,513,0.25048828125
5,2048,482,0.2353515625
6,2048,531,0.25927734375
7,2048,475,0.23193359375
8,2048,482,0.2353515625
9,2048,441,0.21533203125
10,2048,441,0.21533203125
11,2048,451,0.22021484375
12,2048,454,0.2216796875
13,2048,499,0.24365234375
14,2048,470,0.2294921875
15,2048,481,0.23486328125
