flat_index,message_index,channel,time,freq,embedded_bit,decoded_bit,error,recovered_z,embedded_z,abs_z_diff
18621,6333,4,139,13,0,0,0,-0.6779963970184326,-0.6744897365570068,0.0035066604614257812
18622,6334,4,139,14,1,1,0,0.550774335861206,0.6744897365570068,0.12371540069580078
18623,6335,4,139,15,0,0,0,-0.5405088067054749,-0.6744897365570068,0.13398092985153198
18624,6336,4,140,0,1,1,0,1.0549440383911133,0.6744897365570068,0.38045430183410645
18625,6337,4,140,1,0,0,0,-1.2473334074020386,-0.6744897365570068,0.5728436708450317
18626,6338,4,140,2,0,0,0,-0.9248005747795105,-0.6744897365570068,0.25031083822250366
18627,6339,4,140,3,1,1,0,0.7043706774711609,0.6744897365570068,0.029880940914154053
18628,6340,4,140,4,0,0,0,-0.9824628829956055,-0.6744897365570068,0.30797314643859863
18629,6341,4,140,5,1,1,0,0.8379219770431519,0.6744897365570068,0.16343224048614502
18630,6342,4,140,6,0,0,0,-0.8340150713920593,-0.6744897365570068,0.1595253348350525
18631,6343,4,140,7,0,0,0,-0.6006755232810974,-0.6744897365570068,0.07381421327590942
18632,6344,4,140,8,1,1,0,0.44846051931381226,0.6744897365570068,0.22602921724319458
18633,6345,4,140,9,0,0,0,-0.3237488567829132,-0.6744897365570068,0.35074087977409363
18634,6346,4,140,10,0,0,0,-0.8335763812065125,-0.6744897365570068,0.15908664464950562
18635,6347,4,140,11,1,1,0,0.5537870526313782,0.6744897365570068,0.12070268392562866
18636,6348,4,140,12,1,1,0,0.5040935277938843,0.6744897365570068,0.17039620876312256
18637,6349,4,140,13,1,1,0,0.2989189624786377,0.6744897365570068,0.37557077407836914
18638,6350,4,140,14,1,1,0,0.15123653411865234,0.6744897365570068,0.5232532024383545
18639,6351,4,140,15,0,0,0,-0.7307558655738831,-0.6744897365570068,0.05626612901687622
18640,6352,4,141,0,1,1,0,0.9860805869102478,0.6744897365570068,0.31159085035324097
18641,6353,4,141,1,1,0,1,-0.027238577604293823,0.6744897365570068,0.7017283141613007
18642,6354,4,141,2,1,1,0,0.45777690410614014,0.6744897365570068,0.2167128324508667
18643,6355,4,141,3,0,0,0,-0.8364123702049255,-0.6744897365570068,0.1619226336479187
18644,6356,4,141,4,1,1,0,0.4293048083782196,0.6744897365570068,0.24518492817878723
18645,6357,4,141,5,0,0,0,-0.5556538105010986,-0.6744897365570068,0.1188359260559082
18646,6358,4,141,6,0,0,0,-0.6727473139762878,-0.6744897365570068,0.0017424225807189941
18647,6359,4,141,7,0,0,0,-0.6469666361808777,-0.6744897365570068,0.02752310037612915
18648,6360,4,141,8,0,0,0,-0.5702399015426636,-0.6744897365570068,0.10424983501434326
18649,6361,4,141,9,1,1,0,0.8119189739227295,0.6744897365570068,0.13742923736572266
18650,6362,4,141,10,1,1,0,0.7863867282867432,0.6744897365570068,0.11189699172973633
18651,6363,4,141,11,1,1,0,0.7242222428321838,0.6744897365570068,0.049732506275177
18652,6364,4,141,12,0,0,0,-0.7354132533073425,-0.6744897365570068,0.06092351675033569
18653,6365,4,141,13,0,0,0,-1.0903213024139404,-0.6744897365570068,0.4158315658569336
18654,6366,4,141,14,1,1,0,0.185754656791687,0.6744897365570068,0.4887350797653198
18655,6367,4,141,15,0,0,0,-1.1853652000427246,-0.6744897365570068,0.5108754634857178
18656,6368,4,142,0,1,1,0,1.0424072742462158,0.6744897365570068,0.367917537689209
18657,6369,4,142,1,1,0,1,-0.08137182891368866,0.6744897365570068,0.7558615654706955
18658,6370,4,142,2,1,1,0,0.4102681279182434,0.6744897365570068,0.2642216086387634
18659,6371,4,142,3,0,0,0,-0.7361441254615784,-0.6744897365570068,0.06165438890457153
18660,6372,4,142,4,0,0,0,-0.8503119349479675,-0.6744897365570068,0.1758221983909607
18661,6373,4,142,5,1,1,0,0.3516708314418793,0.6744897365570068,0.32281890511512756
18662,6374,4,142,6,0,0,0,-0.7780977487564087,-0.6744897365570068,0.10360801219940186
18663,6375,4,142,7,0,0,0,-0.178451806306839,-0.6744897365570068,0.49603793025016785
18664,6376,4,142,8,1,1,0,0.6841641664505005,0.6744897365570068,0.009674429893493652
18665,6377,4,142,9,1,1,0,0.5967996120452881,0.6744897365570068,0.07769012451171875
18666,6378,4,142,10,0,0,0,-0.34262189269065857,-0.6744897365570068,0.33186784386634827
18667,6379,4,142,11,0,0,0,-0.8800816535949707,-0.6744897365570068,0.20559191703796387
18668,6380,4,142,12,1,1,0,0.45337745547294617,0.6744897365570068,0.22111228108406067
18669,6381,4,142,13,0,0,0,-1.1081305742263794,-0.6744897365570068,0.43364083766937256
18670,6382,4,142,14,0,0,0,-1.0681523084640503,-0.6744897365570068,0.39366257190704346
18671,6383,4,142,15,1,1,0,0.3596564531326294,0.6744897365570068,0.31483328342437744
18672,6384,4,143,0,1,1,0,0.8578789830207825,0.6744897365570068,0.18338924646377563
18673,6385,4,143,1,1,1,0,0.23631687462329865,0.6744897365570068,0.4381728619337082
18674,6386,4,143,2,0,0,0,-0.6581470370292664,-0.6744897365570068,0.01634269952774048
18675,6387,4,143,3,1,1,0,0.43272408843040466,0.6744897365570068,0.24176564812660217
18676,6388,4,143,4,0,0,0,-0.8831927180290222,-0.6744897365570068,0.20870298147201538
18677,6389,4,143,5,0,0,0,-1.1139342784881592,-0.6744897365570068,0.43944454193115234
18678,6390,4,143,6,0,0,0,-1.0847967863082886,-0.6744897365570068,0.41030704975128174
18679,6391,4,143,7,0,0,0,-0.5461754202842712,-0.6744897365570068,0.1283143162727356
18680,6392,4,143,8,0,0,0,-0.6536937952041626,-0.6744897365570068,0.02079594135284424
18681,6393,4,143,9,0,0,0,-0.6602160334587097,-0.6744897365570068,0.01427370309829712
18682,6394,4,143,10,1,1,0,0.16664351522922516,0.6744897365570068,0.5078462213277817
18683,6395,4,143,11,1,1,0,0.5676056146621704,0.6744897365570068,0.10688412189483643
18684,6396,4,143,12,1,1,0,0.14188537001609802,0.6744897365570068,0.5326043665409088
18685,6397,4,143,13,1,0,1,-0.10177716612815857,0.6744897365570068,0.7762669026851654
18686,6398,4,143,14,0,0,0,-0.9777402877807617,-0.6744897365570068,0.3032505512237549
18687,6399,4,143,15,1,1,0,0.5131159424781799,0.6744897365570068,0.1613737940788269
18688,6400,4,144,0,1,1,0,0.3660058081150055,0.6744897365570068,0.30848392844200134
18689,6401,4,144,1,1,1,0,0.4157172739505768,0.6744897365570068,0.25877246260643005
18690,6402,4,144,2,1,1,0,0.14470289647579193,0.6744897365570068,0.5297868400812149
18691,6403,4,144,3,1,1,0,0.30381688475608826,0.6744897365570068,0.3706728518009186
18692,6404,4,144,4,1,1,0,0.7254839539527893,0.6744897365570068,0.05099421739578247
18693,6405,4,144,5,1,1,0,0.3357604742050171,0.6744897365570068,0.33872926235198975
18694,6406,4,144,6,0,0,0,-0.8181052207946777,-0.6744897365570068,0.1436154842376709
18695,6407,4,144,7,0,0,0,-0.2796490788459778,-0.6744897365570068,0.39484065771102905
18696,6408,4,144,8,1,1,0,0.9608538746833801,0.6744897365570068,0.2863641381263733
18697,6409,4,144,9,0,0,0,-0.8825360536575317,-0.6744897365570068,0.2080463171005249
18698,6410,4,144,10,1,1,0,0.7867302894592285,0.6744897365570068,0.11224055290222168
18699,6411,4,144,11,1,1,0,0.8742894530296326,0.6744897365570068,0.19979971647262573
18700,6412,4,144,12,0,0,0,-1.1677660942077637,-0.6744897365570068,0.49327635765075684
18701,6413,4,144,13,1,1,0,0.3546775281429291,0.6744897365570068,0.31981220841407776
18702,6414,4,144,14,1,0,1,-0.10041067004203796,0.6744897365570068,0.7749004065990448
18703,6415,4,144,15,1,1,0,0.6843240261077881,0.6744897365570068,0.00983428955078125
18704,6416,4,145,0,1,1,0,0.9872286915779114,0.6744897365570068,0.31273895502090454
18705,6417,4,145,1,0,0,0,-0.8277505040168762,-0.6744897365570068,0.15326076745986938
18706,6418,4,145,2,0,0,0,-1.2679857015609741,-0.6744897365570068,0.5934959650039673
18707,6419,4,145,3,0,0,0,-1.2910792827606201,-0.6744897365570068,0.6165895462036133
18708,6420,4,145,4,1,1,0,0.7772290706634521,0.6744897365570068,0.10273933410644531
18709,6421,4,145,5,1,1,0,0.8477113246917725,0.6744897365570068,0.17322158813476562
18710,6422,4,145,6,1,1,0,0.8363977074623108,0.6744897365570068,0.16190797090530396
18711,6423,4,145,7,1,1,0,0.9226924777030945,0.6744897365570068,0.24820274114608765
18712,6424,4,145,8,0,0,0,-0.4225640296936035,-0.6744897365570068,0.2519257068634033
18713,6425,4,145,9,0,0,0,-0.9633740186691284,-0.6744897365570068,0.2888842821121216
18714,6426,4,145,10,0,0,0,-0.9627151489257812,-0.6744897365570068,0.2882254123687744
18715,6427,4,145,11,1,1,0,0.5058733224868774,0.6744897365570068,0.1686164140701294
18716,6428,4,145,12,1,1,0,0.4008370637893677,0.6744897365570068,0.27365267276763916
18717,6429,4,145,13,0,0,0,-0.9089160561561584,-0.6744897365570068,0.2344263195991516
18718,6430,4,145,14,1,0,1,-0.038629982620477676,0.6744897365570068,0.7131197191774845
18719,6431,4,145,15,0,0,0,-0.749667227268219,-0.6744897365570068,0.07517749071121216
18720,6432,4,146,0,1,1,0,0.6398872137069702,0.6744897365570068,0.03460252285003662
18721,6433,4,146,1,0,0,0,-0.8282674551010132,-0.6744897365570068,0.15377771854400635
18722,6434,4,146,2,0,0,0,-1.023742914199829,-0.6744897365570068,0.34925317764282227
18723,6435,4,146,3,0,0,0,-1.019044041633606,-0.6744897365570068,0.3445543050765991
18724,6436,4,146,4,0,0,0,-0.9314826130867004,-0.6744897365570068,0.2569928765296936
18725,6437,4,146,5,0,0,0,-0.8163113594055176,-0.6744897365570068,0.14182162284851074
18726,6438,4,146,6,0,0,0,-0.7151814699172974,-0.6744897365570068,0.04069173336029053
18727,6439,4,146,7,0,0,0,-0.42998647689819336,-0.6744897365570068,0.24450325965881348
18728,6440,4,146,8,1,1,0,0.6143092513084412,0.6744897365570068,0.060180485248565674
18729,6441,4,146,9,0,0,0,-0.8649991750717163,-0.6744897365570068,0.19050943851470947
18730,6442,4,146,10,0,0,0,-0.3024665415287018,-0.6744897365570068,0.37202319502830505
18731,6443,4,146,11,1,1,0,0.5091403722763062,0.6744897365570068,0.16534936428070068
18732,6444,4,146,12,1,0,1,-0.12049596011638641,0.6744897365570068,0.7949856966733932
18733,6445,4,146,13,1,0,1,-0.05106321722269058,0.6744897365570068,0.7255529537796974
18734,6446,4,146,14,1,0,1,-0.0968358963727951,0.6744897365570068,0.7713256329298019
18735,6447,4,146,15,1,1,0,0.250008761882782,0.6744897365570068,0.42448097467422485
18736,6448,4,147,0,0,0,0,-0.13035757839679718,-0.6744897365570068,0.5441321581602097
18737,6449,4,147,1,1,1,0,0.09762141108512878,0.6744897365570068,0.576868325471878
18738,6450,4,147,2,1,1,0,0.27527520060539246,0.6744897365570068,0.3992145359516144
18739,6451,4,147,3,0,0,0,-0.9203701615333557,-0.6744897365570068,0.24588042497634888
18740,6452,4,147,4,1,1,0,0.753174364566803,0.6744897365570068,0.07868462800979614
18741,6453,4,147,5,0,0,0,-0.5140948295593262,-0.6744897365570068,0.16039490699768066
18742,6454,4,147,6,1,1,0,0.5065734386444092,0.6744897365570068,0.16791629791259766
18743,6455,4,147,7,1,1,0,0.5001925826072693,0.6744897365570068,0.17429715394973755
18744,6456,4,147,8,0,0,0,-0.8859977126121521,-0.6744897365570068,0.21150797605514526
18745,6457,4,147,9,0,0,0,-0.7519142627716064,-0.6744897365570068,0.07742452621459961
18746,6458,4,147,10,0,0,0,-0.5493642091751099,-0.6744897365570068,0.12512552738189697
18747,6459,4,147,11,0,0,0,-0.4222237467765808,-0.6744897365570068,0.252265989780426
18748,6460,4,147,12,0,0,0,-0.9202114343643188,-0.6744897365570068,0.245721697807312
18749,6461,4,147,13,0,0,0,-0.4368245601654053,-0.6744897365570068,0.23766517639160156
18750,6462,4,147,14,1,1,0,0.25410160422325134,0.6744897365570068,0.4203881323337555
18751,6463,4,147,15,0,0,0,-0.7682421207427979,-0.6744897365570068,0.09375238418579102
18752,6464,4,148,0,1,1,0,0.6059474945068359,0.6744897365570068,0.0685422420501709
18753,6465,4,148,1,0,0,0,-1.0157443284988403,-0.6744897365570068,0.3412545919418335
18754,6466,4,148,2,1,1,0,0.037338368594646454,0.6744897365570068,0.6371513679623604
18755,6467,4,148,3,1,1,0,0.27381396293640137,0.6744897365570068,0.40067577362060547
18756,6468,4,148,4,1,1,0,0.828863263130188,0.6744897365570068,0.15437352657318115
18757,6469,4,148,5,1,1,0,0.5021311044692993,0.6744897365570068,0.17235863208770752
18758,6470,4,148,6,1,1,0,0.47749578952789307,0.6744897365570068,0.19699394702911377
18759,6471,4,148,7,1,1,0,0.421027809381485,0.6744897365570068,0.25346192717552185
18760,6472,4,148,8,1,0,1,-0.1301194727420807,0.6744897365570068,0.8046092092990875
18761,6473,4,148,9,0,0,0,-0.6711295247077942,-0.6744897365570068,0.0033602118492126465
18762,6474,4,148,10,0,0,0,-0.14712901413440704,-0.6744897365570068,0.5273607224225998
18763,6475,4,148,11,1,1,0,0.6234310269355774,0.6744897365570068,0.05105870962142944
18764,6476,4,148,12,0,0,0,-0.1335887908935547,-0.6744897365570068,0.5409009456634521
18765,6477,4,148,13,1,1,0,0.8473992943763733,0.6744897365570068,0.17290955781936646
18766,6478,4,148,14,0,0,0,-0.7313755750656128,-0.6744897365570068,0.05688583850860596
18767,6479,4,148,15,0,0,0,-0.9765467643737793,-0.6744897365570068,0.30205702781677246
18768,6480,4,149,0,0,0,0,-0.2567826807498932,-0.6744897365570068,0.41770705580711365
18769,6481,4,149,1,1,1,0,0.08946617692708969,0.6744897365570068,0.5850235596299171
18770,6482,4,149,2,0,0,0,-1.42633855342865,-0.6744897365570068,0.7518488168716431
18771,6483,4,149,3,0,0,0,-1.4197524785995483,-0.6744897365570068,0.7452627420425415
18772,6484,4,149,4,0,0,0,-0.3359855115413666,-0.6744897365570068,0.33850422501564026
18773,6485,4,149,5,1,1,0,0.4692155122756958,0.6744897365570068,0.20527422428131104
18774,6486,4,149,6,0,0,0,-0.6957093477249146,-0.6744897365570068,0.021219611167907715
18775,6487,4,149,7,1,1,0,0.680357813835144,0.6744897365570068,0.005868077278137207
18776,6488,4,149,8,1,1,0,0.13924124836921692,0.6744897365570068,0.5352484881877899
18777,6489,4,149,9,0,0,0,-0.7834588289260864,-0.6744897365570068,0.10896909236907959
18778,6490,4,149,10,1,1,0,0.6449394822120667,0.6744897365570068,0.029550254344940186
18779,6491,4,149,11,1,1,0,0.5220130681991577,0.6744897365570068,0.15247666835784912
18780,6492,4,149,12,1,1,0,0.6464377045631409,0.6744897365570068,0.028052031993865967
18781,6493,4,149,13,1,1,0,0.7333999872207642,0.6744897365570068,0.058910250663757324
18782,6494,4,149,14,1,1,0,0.43629127740859985,0.6744897365570068,0.23819845914840698
18783,6495,4,149,15,0,0,0,-0.8107480406761169,-0.6744897365570068,0.1362583041191101
18784,6496,4,150,0,0,0,0,-0.722382128238678,-0.6744897365570068,0.04789239168167114
18785,6497,4,150,1,0,0,0,-0.8134573698043823,-0.6744897365570068,0.1389676332473755
18786,6498,4,150,2,1,0,1,-0.02337738685309887,0.6744897365570068,0.6978671234101057
18787,6499,4,150,3,0,0,0,-1.0291638374328613,-0.6744897365570068,0.3546741008758545
18788,6500,4,150,4,0,0,0,-0.8002943992614746,-0.6744897365570068,0.12580466270446777
18789,6501,4,150,5,1,1,0,0.26295483112335205,0.6744897365570068,0.4115349054336548
18790,6502,4,150,6,1,1,0,0.24278582632541656,0.6744897365570068,0.43170391023159027
18791,6503,4,150,7,1,1,0,0.6257076859474182,0.6744897365570068,0.04878205060958862
18792,6504,4,150,8,1,1,0,0.4133346378803253,0.6744897365570068,0.2611550986766815
18793,6505,4,150,9,1,1,0,0.8026982545852661,0.6744897365570068,0.12820851802825928
18794,6506,4,150,10,1,1,0,0.7261515259742737,0.6744897365570068,0.051661789417266846
18795,6507,4,150,11,1,1,0,0.41994819045066833,0.6744897365570068,0.2545415461063385
18796,6508,4,150,12,0,0,0,-0.5676230192184448,-0.6744897365570068,0.10686671733856201
18797,6509,4,150,13,0,0,0,-0.5634860992431641,-0.6744897365570068,0.11100363731384277
18798,6510,4,150,14,1,1,0,0.8347940444946289,0.6744897365570068,0.16030430793762207
18799,6511,4,150,15,1,1,0,0.6084883213043213,0.6744897365570068,0.06600141525268555
18800,6512,4,151,0,1,1,0,1.1806188821792603,0.6744897365570068,0.5061291456222534
18801,6513,4,151,1,0,0,0,-0.5419613718986511,-0.6744897365570068,0.1325283646583557
18802,6514,4,151,2,0,0,0,-0.8816042542457581,-0.6744897365570068,0.20711451768875122
18803,6515,4,151,3,1,1,0,0.5274839401245117,0.6744897365570068,0.14700579643249512
18804,6516,4,151,4,1,1,0,0.6925162076950073,0.6744897365570068,0.01802647113800049
18805,6517,4,151,5,0,0,0,-0.4476962089538574,-0.6744897365570068,0.22679352760314941
18806,6518,4,151,6,1,1,0,0.339987576007843,0.6744897365570068,0.3345021605491638
18807,6519,4,151,7,1,1,0,0.6876530647277832,0.6744897365570068,0.013163328170776367
18808,6520,4,151,8,0,0,0,-0.5467386245727539,-0.6744897365570068,0.12775111198425293
18809,6521,4,151,9,0,0,0,-0.41023823618888855,-0.6744897365570068,0.2642515003681183
18810,6522,4,151,10,1,1,0,0.5716772079467773,0.6744897365570068,0.10281252861022949
18811,6523,4,151,11,0,0,0,-0.6680787801742554,-0.6744897365570068,0.006410956382751465
18812,6524,4,151,12,0,0,0,-0.574371337890625,-0.6744897365570068,0.10011839866638184
18813,6525,4,151,13,1,1,0,0.7632800340652466,0.6744897365570068,0.08879029750823975
18814,6526,4,151,14,1,1,0,1.0343433618545532,0.6744897365570068,0.3598536252975464
18815,6527,4,151,15,0,0,0,-0.7393818497657776,-0.6744897365570068,0.06489211320877075
18816,6528,4,152,0,1,1,0,0.6654422879219055,0.6744897365570068,0.009047448635101318
18817,6529,4,152,1,0,0,0,-0.7318985462188721,-0.6744897365570068,0.057408809661865234
18818,6530,4,152,2,1,1,0,0.2862006723880768,0.6744897365570068,0.38828906416893005
18819,6531,4,152,3,1,1,0,0.21767975389957428,0.6744897365570068,0.45680998265743256
18820,6532,4,152,4,0,0,0,-0.6976565718650818,-0.6744897365570068,0.02316683530807495
18821,6533,4,152,5,1,1,0,0.918192446231842,0.6744897365570068,0.2437027096748352
18822,6534,4,152,6,1,1,0,0.45688319206237793,0.6744897365570068,0.2176065444946289
18823,6535,4,152,7,1,1,0,0.35428449511528015,0.6744897365570068,0.3202052414417267
18824,6536,4,152,8,1,1,0,0.2153041809797287,0.6744897365570068,0.45918555557727814
18825,6537,4,152,9,0,0,0,-0.2300729751586914,-0.6744897365570068,0.44441676139831543
18826,6538,4,152,10,1,1,0,0.44433125853538513,0.6744897365570068,0.2301584780216217
18827,6539,4,152,11,1,1,0,0.46576035022735596,0.6744897365570068,0.20872938632965088
18828,6540,4,152,12,0,0,0,-0.6436141729354858,-0.6744897365570068,0.030875563621520996
18829,6541,4,152,13,1,1,0,0.8611449599266052,0.6744897365570068,0.1866552233695984
18830,6542,4,152,14,1,1,0,0.8655199408531189,0.6744897365570068,0.19103020429611206
18831,6543,4,152,15,1,1,0,1.3948999643325806,0.6744897365570068,0.7204102277755737
18832,6544,4,153,0,1,1,0,1.0645538568496704,0.6744897365570068,0.3900641202926636
18833,6545,4,153,1,1,1,0,0.41041871905326843,0.6744897365570068,0.2640710175037384
18834,6546,4,153,2,0,0,0,-1.011021375656128,-0.6744897365570068,0.3365316390991211
18835,6547,4,153,3,0,0,0,-0.8214364647865295,-0.6744897365570068,0.1469467282295227
18836,6548,4,153,4,0,0,0,-0.5343932509422302,-0.6744897365570068,0.1400964856147766
18837,6549,4,153,5,1,1,0,0.76185142993927,0.6744897365570068,0.08736169338226318
18838,6550,4,153,6,0,0,0,-0.6509181261062622,-0.6744897365570068,0.02357161045074463
18839,6551,4,153,7,0,0,0,-0.3870086967945099,-0.6744897365570068,0.28748103976249695
18840,6552,4,153,8,1,1,0,0.37495362758636475,0.6744897365570068,0.2995361089706421
18841,6553,4,153,9,0,0,0,-0.2238084077835083,-0.6744897365570068,0.45068132877349854
18842,6554,4,153,10,1,1,0,0.409218430519104,0.6744897365570068,0.26527130603790283
18843,6555,4,153,11,0,0,0,-0.548712968826294,-0.6744897365570068,0.1257767677307129
18844,6556,4,153,12,0,0,0,-0.6312524676322937,-0.6744897365570068,0.043237268924713135
18845,6557,4,153,13,0,0,0,-0.33042111992836,-0.6744897365570068,0.34406861662864685
18846,6558,4,153,14,1,1,0,1.1007181406021118,0.6744897365570068,0.426228404045105
18847,6559,4,153,15,0,1,1,0.2108074426651001,-0.6744897365570068,0.8852971792221069
18848,6560,4,154,0,1,1,0,0.5232361555099487,0.6744897365570068,0.1512535810470581
18849,6561,4,154,1,1,1,0,0.5685047507286072,0.6744897365570068,0.10598498582839966
18850,6562,4,154,2,1,1,0,0.21561838686466217,0.6744897365570068,0.45887134969234467
18851,6563,4,154,3,1,1,0,0.0923570916056633,0.6744897365570068,0.5821326449513435
18852,6564,4,154,4,1,1,0,0.5904491543769836,0.6744897365570068,0.0840405821800232
18853,6565,4,154,5,1,1,0,0.2987678349018097,0.6744897365570068,0.37572190165519714
18854,6566,4,154,6,1,1,0,0.6222557425498962,0.6744897365570068,0.052233994007110596
18855,6567,4,154,7,1,1,0,0.1927780956029892,0.6744897365570068,0.48171164095401764
18856,6568,4,154,8,1,0,1,-0.010441652499139309,0.6744897365570068,0.6849313890561461
18857,6569,4,154,9,0,0,0,-0.7364637851715088,-0.6744897365570068,0.06197404861450195
18858,6570,4,154,10,0,0,0,-0.7702947854995728,-0.6744897365570068,0.09580504894256592
18859,6571,4,154,11,1,1,0,0.2918851971626282,0.6744897365570068,0.38260453939437866
18860,6572,4,154,12,1,1,0,0.22651450335979462,0.6744897365570068,0.4479752331972122
18861,6573,4,154,13,0,0,0,-0.7944788932800293,-0.6744897365570068,0.11998915672302246
18862,6574,4,154,14,1,1,0,0.7063880562782288,0.6744897365570068,0.031898319721221924
18863,6575,4,154,15,0,0,0,-0.5015548467636108,-0.6744897365570068,0.172934889793396
18864,6576,4,155,0,1,1,0,0.6709262132644653,0.6744897365570068,0.003563523292541504
18865,6577,4,155,1,1,1,0,0.9509319067001343,0.6744897365570068,0.27644217014312744
18866,6578,4,155,2,0,0,0,-1.0639711618423462,-0.6744897365570068,0.38948142528533936
18867,6579,4,155,3,1,1,0,0.3019794821739197,0.6744897365570068,0.37251025438308716
18868,6580,4,155,4,0,0,0,-0.8193153142929077,-0.6744897365570068,0.14482557773590088
18869,6581,4,155,5,1,1,0,0.3712092339992523,0.6744897365570068,0.3032805025577545
18870,6582,4,155,6,0,0,0,-0.6956484913825989,-0.6744897365570068,0.02115875482559204
18871,6583,4,155,7,1,1,0,0.9054926633834839,0.6744897365570068,0.23100292682647705
18872,6584,4,155,8,0,0,0,-0.4716443717479706,-0.6744897365570068,0.20284536480903625
18873,6585,4,155,9,0,0,0,-0.4653080701828003,-0.6744897365570068,0.20918166637420654
18874,6586,4,155,10,1,1,0,0.7334179282188416,0.6744897365570068,0.05892819166183472
18875,6587,4,155,11,1,1,0,0.5094214081764221,0.6744897365570068,0.16506832838058472
18876,6588,4,155,12,1,1,0,0.29485437273979187,0.6744897365570068,0.37963536381721497
18877,6589,4,155,13,0,0,0,-0.43491703271865845,-0.6744897365570068,0.2395727038383484
18878,6590,4,155,14,0,0,0,-0.49450966715812683,-0.6744897365570068,0.17998006939888
18879,6591,4,155,15,0,0,0,-0.4352779686450958,-0.6744897365570068,0.239211767911911
18880,6592,4,156,0,1,0,1,-0.22368012368679047,0.6744897365570068,0.8981698602437973
18881,6593,4,156,1,0,0,0,-0.5730786323547363,-0.6744897365570068,0.10141110420227051
18882,6594,4,156,2,0,0,0,-1.8168399333953857,-0.6744897365570068,1.142350196838379
18883,6595,4,156,3,1,1,0,0.7673494815826416,0.6744897365570068,0.09285974502563477
18884,6596,4,156,4,1,1,0,0.13534845411777496,0.6744897365570068,0.5391412824392319
18885,6597,4,156,5,0,0,0,-1.0014674663543701,-0.6744897365570068,0.3269777297973633
18886,6598,4,156,6,0,0,0,-0.5000903606414795,-0.6744897365570068,0.17439937591552734
18887,6599,4,156,7,1,1,0,1.3032474517822266,0.6744897365570068,0.6287577152252197
18888,6600,4,156,8,0,0,0,-0.559114396572113,-0.6744897365570068,0.1153753399848938
18889,6601,4,156,9,1,1,0,1.2514642477035522,0.6744897365570068,0.5769745111465454
18890,6602,4,156,10,0,0,0,-0.5375227332115173,-0.6744897365570068,0.1369670033454895
18891,6603,4,156,11,1,1,0,0.7322348356246948,0.6744897365570068,0.05774509906768799
18892,6604,4,156,12,0,0,0,-0.8871496319770813,-0.6744897365570068,0.21265989542007446
18893,6605,4,156,13,1,1,0,0.25780194997787476,0.6744897365570068,0.4166877865791321
18894,6606,4,156,14,0,0,0,-0.9871966242790222,-0.6744897365570068,0.3127068877220154
18895,6607,4,156,15,0,0,0,-0.6572859287261963,-0.6744897365570068,0.017203807830810547
18896,6608,4,157,0,0,0,0,-0.8833101391792297,-0.6744897365570068,0.2088204026222229
18897,6609,4,157,1,0,0,0,-1.2651937007904053,-0.6744897365570068,0.5907039642333984
18898,6610,4,157,2,1,0,1,-0.008470524102449417,0.6744897365570068,0.6829602606594563
18899,6611,4,157,3,1,1,0,0.5442607998847961,0.6744897365570068,0.1302289366722107
18900,6612,4,157,4,0,0,0,-0.6962258219718933,-0.6744897365570068,0.021736085414886475
18901,6613,4,157,5,0,0,0,-1.0715783834457397,-0.6744897365570068,0.3970886468887329
18902,6614,4,157,6,0,0,0,-0.8351441621780396,-0.6744897365570068,0.16065442562103271
18903,6615,4,157,7,1,1,0,0.7769681215286255,0.6744897365570068,0.10247838497161865
18904,6616,4,157,8,0,0,0,-0.9949425458908081,-0.6744897365570068,0.32045280933380127
18905,6617,4,157,9,1,1,0,0.231930211186409,0.6744897365570068,0.44255952537059784
18906,6618,4,157,10,1,1,0,0.6319583654403687,0.6744897365570068,0.042531371116638184
18907,6619,4,157,11,0,0,0,-0.2586999833583832,-0.6744897365570068,0.41578975319862366
18908,6620,4,157,12,0,0,0,-0.7150835990905762,-0.6744897365570068,0.040593862533569336
18909,6621,4,157,13,1,1,0,0.25062140822410583,0.6744897365570068,0.423868328332901
18910,6622,4,157,14,0,0,0,-0.7775405645370483,-0.6744897365570068,0.1030508279800415
18911,6623,4,157,15,0,0,0,-0.697966456413269,-0.6744897365570068,0.023476719856262207
18912,6624,4,158,0,0,0,0,-0.45813730359077454,-0.6744897365570068,0.2163524329662323
18913,6625,4,158,1,0,0,0,-1.3313895463943481,-0.6744897365570068,0.6568998098373413
18914,6626,4,158,2,0,0,0,-0.8335986733436584,-0.6744897365570068,0.1591089367866516
18915,6627,4,158,3,1,1,0,0.25363191962242126,0.6744897365570068,0.42085781693458557
18916,6628,4,158,4,1,1,0,0.4811292588710785,0.6744897365570068,0.19336047768592834
18917,6629,4,158,5,1,1,0,0.4937540590763092,0.6744897365570068,0.18073567748069763
18918,6630,4,158,6,0,0,0,-0.6323527693748474,-0.6744897365570068,0.042136967182159424
18919,6631,4,158,7,0,0,0,-1.0366287231445312,-0.6744897365570068,0.3621389865875244
18920,6632,4,158,8,1,1,0,0.36322253942489624,0.6744897365570068,0.3112671971321106
18921,6633,4,158,9,0,0,0,-0.8383731842041016,-0.6744897365570068,0.16388344764709473
18922,6634,4,158,10,1,0,1,-0.021161634474992752,0.6744897365570068,0.6956513710319996
18923,6635,4,158,11,0,0,0,-0.9043217301368713,-0.6744897365570068,0.2298319935798645
